provider_id	vehicle_id	option_id	option_name	option_type	unlock_fee_eur	reservation_fee_eur	fixed_fee_eur	trip_fee_eur	min_total_eur	cap_24h_eur	airport_fee_eur	drive_day_min_rate_eur	drive_night_min_rate_eur	park_day_min_rate_eur	park_night_min_rate_eur	km_rate_eur	fuel_included	parking_included	package_price_eur	included_min	included_km	over_km_rate_eur	over_day_min_rate_eur	over_night_min_rate_eur	daily_price_eur	daily_included_km	daily_unlimited_km	daily_over_km_rate_eur	source_url	notes
bolt	bolt_audi_a3_sedan	bolt_audi_a3_sedan_pkg_3h_10km	3h + 10km	PACKAGE	0	0	0	0			3.5	0.13	0.13	0.13	0.13	0.29	TRUE	TRUE	19.60	180	10								(in-app)	Overage uses PAYG rates; airport fee is dropoff (MVP uses single toggle); as seen in-app on 2026-01-31; cloned from bolt_yaris_cross
bolt	bolt_audi_a3_sedan	bolt_audi_a3_sedan_pkg_3h_20km	3h + 20km	PACKAGE	0	0	0	0			3.5	0.13	0.13	0.13	0.13	0.29	TRUE	TRUE	22.30	180	20								(in-app)	Overage uses PAYG rates; airport fee is dropoff (MVP uses single toggle); as seen in-app on 2026-01-31; cloned from bolt_yaris_cross
bolt	bolt_audi_a3_sedan	bolt_audi_a3_sedan_pkg_3h_30km	3h + 30km	PACKAGE	0	0	0	0			3.5	0.13	0.13	0.13	0.13	0.29	TRUE	TRUE	25.10	180	30								(in-app)	Overage uses PAYG rates; airport fee is dropoff (MVP uses single toggle); as seen in-app on 2026-01-31; cloned from bolt_yaris_cross
bolt	bolt_audi_a3_sedan	bolt_audi_a3_sedan_pkg_3h_50km	3h + 50km	PACKAGE	0	0	0	0			3.5	0.13	0.13	0.13	0.13	0.29	TRUE	TRUE	30.60	180	50								(in-app)	Overage uses PAYG rates; airport fee is dropoff (MVP uses single toggle); as seen in-app on 2026-01-31; cloned from bolt_yaris_cross
bolt	bolt_audi_a3_sedan	bolt_audi_a3_sedan_pkg_3h_75km	3h + 75km	PACKAGE	0	0	0	0			3.5	0.13	0.13	0.13	0.13	0.29	TRUE	TRUE	37.50	180	75								(in-app)	Overage uses PAYG rates; airport fee is dropoff (MVP uses single toggle); as seen in-app on 2026-01-31; cloned from bolt_yaris_cross
bolt	bolt_audi_a3_sedan	bolt_audi_a3_sedan_48h	48h + 800km	PACKAGE	0	0	0	0			3.5	0.13	0.13	0.13	0.13	0.29	FALSE	FALSE	64	2880	800	0.15							(in-app)	Fuel+parking not included; as seen in-app on 2026-01-31; cloned from bolt_yaris_cross
bolt	bolt_audi_a3_sedan	bolt_audi_a3_sedan_pkg_6h_100km	6h + 100km	PACKAGE	0	0	0	0			3.5	0.13	0.13	0.13	0.13	0.29	TRUE	TRUE	45.40	360	100								(in-app)	Overage uses PAYG rates; airport fee is dropoff (MVP uses single toggle); as seen in-app on 2026-01-31; cloned from bolt_yaris_cross
bolt	bolt_audi_a3_sedan	bolt_audi_a3_sedan_pkg_6h_150km	6h + 150km	PACKAGE	0	0	0	0			3.5	0.13	0.13	0.13	0.13	0.29	TRUE	TRUE	59.20	360	150								(in-app)	Overage uses PAYG rates; airport fee is dropoff (MVP uses single toggle); as seen in-app on 2026-01-31; cloned from bolt_yaris_cross
bolt	bolt_audi_a3_sedan	bolt_audi_a3_sedan_pkg_6h_20km	6h + 20km	PACKAGE	0	0	0	0			3.5	0.13	0.13	0.13	0.13	0.29	TRUE	TRUE	23.40	360	20								(in-app)	Overage uses PAYG rates; airport fee is dropoff (MVP uses single toggle); as seen in-app on 2026-01-31; cloned from bolt_yaris_cross
bolt	bolt_audi_a3_sedan	bolt_audi_a3_sedan_pkg_6h_250km	6h + 250km	PACKAGE	0	0	0	0			3.5	0.13	0.13	0.13	0.13	0.29	TRUE	TRUE	86.70	360	250								(in-app)	Overage uses PAYG rates; airport fee is dropoff (MVP uses single toggle); as seen in-app on 2026-01-31; cloned from bolt_yaris_cross
bolt	bolt_audi_a3_sedan	bolt_audi_a3_sedan_pkg_6h_30km	6h + 30km	PACKAGE	0	0	0	0			3.5	0.13	0.13	0.13	0.13	0.29	TRUE	TRUE	26.10	360	30								(in-app)	Overage uses PAYG rates; airport fee is dropoff (MVP uses single toggle); as seen in-app on 2026-01-31; cloned from bolt_yaris_cross
bolt	bolt_audi_a3_sedan	bolt_audi_a3_sedan_pkg_6h_500km	6h + 500km	PACKAGE	0	0	0	0			3.5	0.13	0.13	0.13	0.13	0.29	TRUE	TRUE	155.60	360	500								(in-app)	Overage uses PAYG rates; airport fee is dropoff (MVP uses single toggle); as seen in-app on 2026-01-31; cloned from bolt_yaris_cross
bolt	bolt_audi_a3_sedan	bolt_audi_a3_sedan_pkg_6h_50km	6h + 50km	PACKAGE	0	0	0	0			3.5	0.13	0.13	0.13	0.13	0.29	TRUE	TRUE	31.60	360	50								(in-app)	Overage uses PAYG rates; airport fee is dropoff (MVP uses single toggle); as seen in-app on 2026-01-31; cloned from bolt_yaris_cross
bolt	bolt_audi_a3_sedan	bolt_audi_a3_sedan_pkg_6h_75km	6h + 75km	PACKAGE	0	0	0	0			3.5	0.13	0.13	0.13	0.13	0.29	TRUE	TRUE	38.50	360	75								(in-app)	Overage uses PAYG rates; airport fee is dropoff (MVP uses single toggle); as seen in-app on 2026-01-31; cloned from bolt_yaris_cross
bolt	bolt_audi_a3_sedan	bolt_audi_a3_sedan_pkg_7d_1000km	7 days + 1000km	PACKAGE	0	0	0	0			3.5	0.13	0.13	0.13	0.13	0.29	TRUE	TRUE	414.50	10080	1000								(in-app)	Overage uses PAYG rates; airport fee is dropoff (MVP uses single toggle); as seen in-app on 2026-01-31; cloned from bolt_yaris_cross
bolt	bolt_audi_a3_sedan	bolt_audi_a3_sedan_pkg_7d_1500km	7 days + 1500km	PACKAGE	0	0	0	0			3.5	0.13	0.13	0.13	0.13	0.29	TRUE	TRUE	552.20	10080	1500								(in-app)	Overage uses PAYG rates; airport fee is dropoff (MVP uses single toggle); as seen in-app on 2026-01-31; cloned from bolt_yaris_cross
bolt	bolt_audi_a3_sedan	bolt_audi_a3_sedan_pkg_7d_2000km	7 days + 2000km	PACKAGE	0	0	0	0			3.5	0.13	0.13	0.13	0.13	0.29	TRUE	TRUE	687.00	10080	2000								(in-app)	Overage uses PAYG rates; airport fee is dropoff (MVP uses single toggle); as seen in-app on 2026-01-31; cloned from bolt_yaris_cross
bolt	bolt_audi_a3_sedan	bolt_audi_a3_sedan_pkg_7d_250km	7 days + 250km	PACKAGE	0	0	0	0			3.5	0.13	0.13	0.13	0.13	0.29	TRUE	TRUE	207.90	10080	250								(in-app)	Overage uses PAYG rates; airport fee is dropoff (MVP uses single toggle); as seen in-app on 2026-01-31; cloned from bolt_yaris_cross
bolt	bolt_audi_a3_sedan	bolt_audi_a3_sedan_pkg_7d_500km	7 days + 500km	PACKAGE	0	0	0	0			3.5	0.13	0.13	0.13	0.13	0.29	TRUE	TRUE	276.70	10080	500								(in-app)	Overage uses PAYG rates; airport fee is dropoff (MVP uses single toggle); as seen in-app on 2026-01-31; cloned from bolt_yaris_cross
bolt	bolt_audi_a3_sedan	bolt_audi_a3_sedan_pkg_7d_750km	7 days + 750km	PACKAGE	0	0	0	0			3.5	0.13	0.13	0.13	0.13	0.29	TRUE	TRUE	345.60	10080	750								(in-app)	Overage uses PAYG rates; airport fee is dropoff (MVP uses single toggle); as seen in-app on 2026-01-31; cloned from bolt_yaris_cross
bolt	bolt_audi_a3_sedan	bolt_audi_a3_sedan_payg	PAYG (Audi A3 Sedan)	PAYG	0	0	0	0	2.55	20.90	3.5	0.13	0.13	0.13	0.13	0.29	TRUE	TRUE											(in-app)	Min charge + daily cap; airport fee is dropoff (MVP uses single toggle); as seen in-app on 2026-01-31; cloned from bolt_yaris_cross
carguru	carguru_1	carguru_1_main_basic_14d	Toyota C-HR — Main Basic (14d)	PACKAGE	0	0	0	0				0.28	0.28	0.07	0.00	0.26	TRUE	TRUE	477.92	20160	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_main_basic_1d	Toyota C-HR — Main Basic (1d)	PACKAGE	0	0	0	0				0.28	0.28	0.07	0.00	0.26	TRUE	TRUE	52.68	1440	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_main_basic_1h	Toyota C-HR — Main Basic (1h)	PACKAGE	0	0	0	0				0.28	0.28	0.07	0.00	0.26	TRUE	TRUE	13.44	60	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_main_basic_2d	Toyota C-HR — Main Basic (2d)	PACKAGE	0	0	0	0				0.28	0.28	0.07	0.00	0.26	TRUE	TRUE	100.09	2880	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_main_basic_30d	Toyota C-HR — Main Basic (30d)	PACKAGE	0	0	0	0				0.28	0.28	0.07	0.00	0.26	TRUE	TRUE	955.84	43200	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_main_basic_3d	Toyota C-HR — Main Basic (3d)	PACKAGE	0	0	0	0				0.28	0.28	0.07	0.00	0.26	TRUE	TRUE	132.76	4320	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_main_basic_3h	Toyota C-HR — Main Basic (3h)	PACKAGE	0	0	0	0				0.28	0.28	0.07	0.00	0.26	TRUE	TRUE	29.22	180	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_main_basic_7d	Toyota C-HR — Main Basic (7d)	PACKAGE	0	0	0	0				0.28	0.28	0.07	0.00	0.26	TRUE	TRUE	265.51	10080	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_main_pro_14d	Toyota C-HR — Main Pro (14d)	PACKAGE	0	0	0	0				0.33	0.33	0.07	0.00	0.29	TRUE	TRUE	520.92	20160	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_main_pro_1d	Toyota C-HR — Main Pro (1d)	PACKAGE	0	0	0	0				0.33	0.33	0.07	0.00	0.29	TRUE	TRUE	61.25	1440	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_main_pro_1h	Toyota C-HR — Main Pro (1h)	PACKAGE	0	0	0	0				0.33	0.33	0.07	0.00	0.29	TRUE	TRUE	15.84	60	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_main_pro_2d	Toyota C-HR — Main Pro (2d)	PACKAGE	0	0	0	0				0.33	0.33	0.07	0.00	0.29	TRUE	TRUE	116.37	2880	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_main_pro_30d	Toyota C-HR — Main Pro (30d)	PACKAGE	0	0	0	0				0.33	0.33	0.07	0.00	0.29	TRUE	TRUE	1.041	43200	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_main_pro_3d	Toyota C-HR — Main Pro (3d)	PACKAGE	0	0	0	0				0.33	0.33	0.07	0.00	0.29	TRUE	TRUE	154.35	4320	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_main_pro_3h	Toyota C-HR — Main Pro (3h)	PACKAGE	0	0	0	0				0.33	0.33	0.07	0.00	0.29	TRUE	TRUE	34.26	180	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_main_pro_7d	Toyota C-HR — Main Pro (7d)	PACKAGE	0	0	0	0				0.33	0.33	0.07	0.00	0.29	TRUE	TRUE	289.40	10080	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_split_basic_1d	Toyota C-HR — Split Basic (1d)	PACKAGE	0	0	0	0				0.13	0.13	0.13	0.00	0.28	TRUE	TRUE	21.90	1440	0								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_split_basic_1h	Toyota C-HR — Split Basic (1h)	PACKAGE	0	0	0	0				0.13	0.13	0.13	0.00	0.28	TRUE	TRUE	5.90	60	0								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_split_pro_1d	Toyota C-HR — Split Pro (1d)	PACKAGE	0	0	0	0				0.16	0.16	0.16	0.00	0.31	TRUE	TRUE	24.90	1440	0								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_split_pro_1h	Toyota C-HR — Split Pro (1h)	PACKAGE	0	0	0	0				0.16	0.16	0.16	0.00	0.31	TRUE	TRUE	6.90	60	0								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_main_basic_payg	Toyota C-HR — Main Basic (PAYG)	PAYG	0	0	0	0	2			0.28	0.28	0.07	0.00	0.26	TRUE	TRUE			100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_main_pro_payg	Toyota C-HR — Main Pro (PAYG)	PAYG	0	0	0	0	2			0.33	0.33	0.07	0.00	0.29	TRUE	TRUE			100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_split_basic_payg	Toyota C-HR — Split Basic (PAYG)	PAYG	0	0	0	0	2			0.13	0.13	0.13	0.00	0.28	TRUE	TRUE			0								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_1	carguru_1_split_pro_payg	Toyota C-HR — Split Pro (PAYG)	PAYG	0	0	0	0	2			0.16	0.16	0.16	0.00	0.31	TRUE	TRUE			0								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_main_basic_14d	Nissan Juke — Main Basic (14d)	PACKAGE	0	0	0	0				0.21	0.21	0.07	0.00	0.23	TRUE	TRUE	408.08	20160	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_main_basic_1d	Nissan Juke — Main Basic (1d)	PACKAGE	0	0	0	0				0.21	0.21	0.07	0.00	0.23	TRUE	TRUE	35.99	1440	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_main_basic_1h	Nissan Juke — Main Basic (1h)	PACKAGE	0	0	0	0				0.21	0.21	0.07	0.00	0.23	TRUE	TRUE	10.08	60	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_main_basic_2d	Nissan Juke — Main Basic (2d)	PACKAGE	0	0	0	0				0.21	0.21	0.07	0.00	0.23	TRUE	TRUE	68.37	2880	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_main_basic_30d	Nissan Juke — Main Basic (30d)	PACKAGE	0	0	0	0				0.21	0.21	0.07	0.00	0.23	TRUE	TRUE	816.15	43200	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_main_basic_3d	Nissan Juke — Main Basic (3d)	PACKAGE	0	0	0	0				0.21	0.21	0.07	0.00	0.23	TRUE	TRUE	100.76	4320	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_main_basic_3h	Nissan Juke — Main Basic (3h)	PACKAGE	0	0	0	0				0.21	0.21	0.07	0.00	0.23	TRUE	TRUE	21.17	180	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_main_basic_7d	Nissan Juke — Main Basic (7d)	PACKAGE	0	0	0	0				0.21	0.21	0.07	0.00	0.23	TRUE	TRUE	226.71	10080	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_main_pro_14d	Nissan Juke — Main Pro (14d)	PACKAGE	0	0	0	0				0.26	0.26	0.07	0.00	0.26	TRUE	TRUE	505.24	20160	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_main_pro_1d	Nissan Juke — Main Pro (1d)	PACKAGE	0	0	0	0				0.26	0.26	0.07	0.00	0.26	TRUE	TRUE	44.55	1440	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_main_pro_1h	Nissan Juke — Main Pro (1h)	PACKAGE	0	0	0	0				0.26	0.26	0.07	0.00	0.26	TRUE	TRUE	12.48	60	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_main_pro_2d	Nissan Juke — Main Pro (2d)	PACKAGE	0	0	0	0				0.26	0.26	0.07	0.00	0.26	TRUE	TRUE	84.65	2880	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_main_pro_30d	Nissan Juke — Main Pro (30d)	PACKAGE	0	0	0	0				0.26	0.26	0.07	0.00	0.26	TRUE	TRUE	1.010	43200	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_main_pro_3d	Nissan Juke — Main Pro (3d)	PACKAGE	0	0	0	0				0.26	0.26	0.07	0.00	0.26	TRUE	TRUE	124.75	4320	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_main_pro_3h	Nissan Juke — Main Pro (3h)	PACKAGE	0	0	0	0				0.26	0.26	0.07	0.00	0.26	TRUE	TRUE	26.21	180	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_main_pro_7d	Nissan Juke — Main Pro (7d)	PACKAGE	0	0	0	0				0.26	0.26	0.07	0.00	0.26	TRUE	TRUE	280.69	10080	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_split_basic_1d	Nissan Juke — Split Basic (1d)	PACKAGE	0	0	0	0				0.12	0.12	0.12	0.00	0.26	TRUE	TRUE	20.80	1440	0								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_split_basic_1h	Nissan Juke — Split Basic (1h)	PACKAGE	0	0	0	0				0.12	0.12	0.12	0.00	0.26	TRUE	TRUE	5.80	60	0								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_split_pro_1d	Nissan Juke — Split Pro (1d)	PACKAGE	0	0	0	0				0.15	0.15	0.15	0.00	0.29	TRUE	TRUE	23.80	1440	0								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_split_pro_1h	Nissan Juke — Split Pro (1h)	PACKAGE	0	0	0	0				0.15	0.15	0.15	0.00	0.29	TRUE	TRUE	6.80	60	0								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_main_basic_payg	Nissan Juke — Main Basic (PAYG)	PAYG	0	0	0	0	2			0.21	0.21	0.07	0.00	0.23	TRUE	TRUE			100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_main_pro_payg	Nissan Juke — Main Pro (PAYG)	PAYG	0	0	0	0	2			0.26	0.26	0.07	0.00	0.26	TRUE	TRUE			100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_split_basic_payg	Nissan Juke — Split Basic (PAYG)	PAYG	0	0	0	0	2			0.12	0.12	0.12	0.00	0.26	TRUE	TRUE			0								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_15	carguru_15_split_pro_payg	Nissan Juke — Split Pro (PAYG)	PAYG	0	0	0	0	2			0.15	0.15	0.15	0.00	0.29	TRUE	TRUE			0								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_main_basic_14d	Nissan Qashqai — Main Basic (14d)	PACKAGE	0	0	0	0				0.28	0.28	0.07	0.00	0.26	TRUE	TRUE	477.92	20160	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_main_basic_1d	Nissan Qashqai — Main Basic (1d)	PACKAGE	0	0	0	0				0.28	0.28	0.07	0.00	0.26	TRUE	TRUE	52.68	1440	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_main_basic_1h	Nissan Qashqai — Main Basic (1h)	PACKAGE	0	0	0	0				0.28	0.28	0.07	0.00	0.26	TRUE	TRUE	13.44	60	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_main_basic_2d	Nissan Qashqai — Main Basic (2d)	PACKAGE	0	0	0	0				0.28	0.28	0.07	0.00	0.26	TRUE	TRUE	100.09	2880	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_main_basic_30d	Nissan Qashqai — Main Basic (30d)	PACKAGE	0	0	0	0				0.28	0.28	0.07	0.00	0.26	TRUE	TRUE	955.84	43200	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_main_basic_3d	Nissan Qashqai — Main Basic (3d)	PACKAGE	0	0	0	0				0.28	0.28	0.07	0.00	0.26	TRUE	TRUE	132.76	4320	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_main_basic_3h	Nissan Qashqai — Main Basic (3h)	PACKAGE	0	0	0	0				0.28	0.28	0.07	0.00	0.26	TRUE	TRUE	29.22	180	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_main_basic_7d	Nissan Qashqai — Main Basic (7d)	PACKAGE	0	0	0	0				0.28	0.28	0.07	0.00	0.26	TRUE	TRUE	265.51	10080	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_main_pro_14d	Nissan Qashqai — Main Pro (14d)	PACKAGE	0	0	0	0				0.33	0.33	0.07	0.00	0.29	TRUE	TRUE	520.92	20160	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_main_pro_1d	Nissan Qashqai — Main Pro (1d)	PACKAGE	0	0	0	0				0.33	0.33	0.07	0.00	0.29	TRUE	TRUE	61.25	1440	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_main_pro_1h	Nissan Qashqai — Main Pro (1h)	PACKAGE	0	0	0	0				0.33	0.33	0.07	0.00	0.29	TRUE	TRUE	15.84	60	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_main_pro_2d	Nissan Qashqai — Main Pro (2d)	PACKAGE	0	0	0	0				0.33	0.33	0.07	0.00	0.29	TRUE	TRUE	116.37	2880	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_main_pro_30d	Nissan Qashqai — Main Pro (30d)	PACKAGE	0	0	0	0				0.33	0.33	0.07	0.00	0.29	TRUE	TRUE	1.041	43200	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_main_pro_3d	Nissan Qashqai — Main Pro (3d)	PACKAGE	0	0	0	0				0.33	0.33	0.07	0.00	0.29	TRUE	TRUE	154.35	4320	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_main_pro_3h	Nissan Qashqai — Main Pro (3h)	PACKAGE	0	0	0	0				0.33	0.33	0.07	0.00	0.29	TRUE	TRUE	34.26	180	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_main_pro_7d	Nissan Qashqai — Main Pro (7d)	PACKAGE	0	0	0	0				0.33	0.33	0.07	0.00	0.29	TRUE	TRUE	289.40	10080	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_split_basic_1d	Nissan Qashqai — Split Basic (1d)	PACKAGE	0	0	0	0				0.13	0.13	0.13	0.00	0.28	TRUE	TRUE	21.90	1440	0								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_split_basic_1h	Nissan Qashqai — Split Basic (1h)	PACKAGE	0	0	0	0				0.13	0.13	0.13	0.00	0.28	TRUE	TRUE	5.90	60	0								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_split_pro_1d	Nissan Qashqai — Split Pro (1d)	PACKAGE	0	0	0	0				0.16	0.16	0.16	0.00	0.31	TRUE	TRUE	24.90	1440	0								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_split_pro_1h	Nissan Qashqai — Split Pro (1h)	PACKAGE	0	0	0	0				0.16	0.16	0.16	0.00	0.31	TRUE	TRUE	6.90	60	0								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_main_basic_payg	Nissan Qashqai — Main Basic (PAYG)	PAYG	0	0	0	0	2			0.28	0.28	0.07	0.00	0.26	TRUE	TRUE			100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_main_pro_payg	Nissan Qashqai — Main Pro (PAYG)	PAYG	0	0	0	0	2			0.33	0.33	0.07	0.00	0.29	TRUE	TRUE			100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_split_basic_payg	Nissan Qashqai — Split Basic (PAYG)	PAYG	0	0	0	0	2			0.13	0.13	0.13	0.00	0.28	TRUE	TRUE			0								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_16	carguru_16_split_pro_payg	Nissan Qashqai — Split Pro (PAYG)	PAYG	0	0	0	0	2			0.16	0.16	0.16	0.00	0.31	TRUE	TRUE			0								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_17	carguru_17_main_basic_14d	Toyota Corolla HB — Main Basic (14d)	PACKAGE	0	0	0	0				0.27	0.27	0.07	0.00	0.25	TRUE	TRUE	446.95	20160	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_17	carguru_17_main_basic_1d	Toyota Corolla HB — Main Basic (1d)	PACKAGE	0	0	0	0				0.27	0.27	0.07	0.00	0.25	TRUE	TRUE	49.27	1440	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
carguru	carguru_17	carguru_17_main_basic_1h	Toyota Corolla HB — Main Basic (1h)	PACKAGE	0	0	0	0				0.27	0.27	0.07	0.00	0.25	TRUE	TRUE	12.96	60	100								https://carguru.lv/rates	Imported from CarGuru public web API; period bundles modeled as packages.
